"#12V motor run at 12V, 60 seconds, x axis",
Time - Voltage - Voltage_0,Amplitude - Voltage - Voltage_0
0.449333,3.222m
0.449667,4.496m
0.45,3.222m
0.450333,3.222m
0.450667,675.1u
0.451,-598.5u
0.451333,3.222m
0.451667,3.222m
0.452,5.769m
0.452333,3.222m
0.452667,1.949m
0.453,-598.5u
0.453333,-1.872m
0.453667,3.222m
0.454,1.949m
0.454333,7.043m
0.454667,3.222m
0.455,675.1u
0.455333,-3.146m
0.455667,-3.146m
0.456,-598.5u
0.456333,675.1u
0.456667,1.949m
0.457,3.222m
0.457333,-1.872m
0.457667,-598.5u
0.458,-3.146m
0.458333,-4.419m
0.458667,-1.872m
0.459,-3.146m
0.459333,-1.872m
0.459667,-3.146m
0.46,-5.693m
0.460333,-6.966m
0.460667,-1.872m
0.461,-1.872m
0.461333,1.949m
0.461667,675.1u
0.462,-1.872m
0.462333,-3.146m
0.462667,-3.146m
0.463,-598.5u
0.463333,675.1u
0.463667,3.222m
0.464,4.496m
0.464333,1.949m
0.464667,-1.872m
0.465,-1.872m
0.465333,3.222m
0.465667,1.949m
0.466,5.769m
0.466333,1.949m
0.466667,3.222m
0.467,-598.5u
0.467333,675.1u
0.467667,3.222m
0.468,3.222m
0.468333,3.222m
0.468667,3.222m
0.469,1.949m
0.469333,-1.872m
0.469667,-1.872m
0.47,1.949m
0.470333,675.1u
0.470667,3.222m
0.471,675.1u
0.471333,-5.693m
0.471667,-4.419m
0.472,-598.5u
0.472333,-1.872m
0.472667,1.949m
0.473,675.1u
0.473333,-1.872m
0.473667,-598.5u
0.474,-598.5u
0.474333,-598.5u
0.474667,3.222m
0.475,1.949m
0.475333,-598.5u
0.475667,-1.872m
0.476,-5.693m
0.476333,-4.419m
0.476667,-1.872m
0.477,-3.146m
0.477333,-3.146m
0.477667,-3.146m
0.478,-3.146m
0.478333,-4.419m
0.478667,-598.5u
0.479,-598.5u
0.479333,4.496m
0.479667,4.496m
0.48,1.949m
0.480333,1.949m
0.480667,675.1u
0.481,4.496m
0.481333,7.043m
0.481667,8.316m
0.482,3.222m
0.482333,4.496m
0.482667,1.949m
0.483,675.1u
0.483333,3.222m
0.483667,1.949m
0.484,4.496m
0.484333,3.222m
0.484667,-598.5u
0.485,-598.5u
0.485333,-3.146m
0.485667,-598.5u
0.486,1.949m
0.486333,675.1u
0.486667,-3.146m
0.487,-1.872m
0.487333,675.1u
0.487667,-1.872m
0.488,-3.146m
0.488333,-4.419m
0.488667,-598.5u
0.489,675.1u
0.489333,3.222m
0.489667,-1.872m
0.49,-1.872m
0.490333,-4.419m
0.490667,-5.693m
0.491,-1.872m
0.491333,-3.146m
0.491667,675.1u
0.492,-1.872m
0.492333,-5.693m
0.492667,-5.693m
0.493,-3.146m
0.493333,-1.872m
0.493667,675.1u
0.494,3.222m
0.494333,675.1u
0.494667,675.1u
0.495,-1.872m
0.495333,3.222m
0.495667,7.043m
0.496,8.316m
0.496333,4.496m
0.496667,3.222m
0.497,1.949m
0.497333,675.1u
0.497667,3.222m
0.498,5.769m
0.498333,5.769m
0.498667,1.949m
0.499,1.949m
0.499333,-1.872m
0.499667,-1.872m
0.5,675.1u
0.500333,3.222m
0.500667,675.1u
0.501,1.949m
0.501333,-3.146m
0.501667,-4.419m
0.502,-1.872m
0.502333,-1.872m
0.502667,1.949m
0.503,1.949m
0.503333,-1.872m
0.503667,-1.872m
0.504,-5.693m
0.504333,-4.419m
0.504667,-598.5u
0.505,1.949m
0.505333,-1.872m
0.505667,-3.146m
0.506,-5.693m
0.506333,-4.419m
0.506667,-1.872m
0.507,-3.146m
0.507333,675.1u
0.507667,1.949m
0.508,-1.872m
0.508333,-598.5u
0.508667,-5.693m
0.509,-3.146m
0.509333,-598.5u
0.509667,675.1u
0.51,3.222m
0.510333,3.222m
0.510667,1.949m
0.511,1.949m
0.511333,-598.5u
0.511667,675.1u
0.512,3.222m
0.512333,4.496m
0.512667,8.316m
0.513,3.222m
0.513333,4.496m
0.513667,675.1u
0.514,3.222m
0.514333,3.222m
0.514667,3.222m
0.515,3.222m
0.515333,1.949m
0.515667,3.222m
0.516,3.222m
0.516333,-1.872m
0.516667,-3.146m
0.517,-4.419m
0.517333,-598.5u
0.517667,-1.872m
0.518,675.1u
0.518333,1.949m
0.518667,675.1u
0.519,-1.872m
0.519333,-4.419m
0.519667,-4.419m
0.52,-1.872m
0.520333,-1.872m
0.520667,1.949m
0.521,-598.5u
0.521333,-1.872m
0.521667,-1.872m
0.522,-6.966m
0.522333,-5.693m
0.522667,-3.146m
0.523,-1.872m
0.523333,1.949m
0.523667,1.949m
0.524,-1.872m
0.524333,-3.146m
0.524667,-1.872m
0.525,-1.872m
0.525333,-1.872m
0.525667,4.496m
0.526,3.222m
0.526333,1.949m
0.526667,3.222m
0.527,-598.5u
0.527333,-598.5u
0.527667,3.222m
0.528,3.222m
0.528333,7.043m
0.528667,5.769m
0.529,3.222m
0.529333,3.222m
0.529667,3.222m
0.53,3.222m
0.530333,4.496m
0.530667,5.769m
0.531,1.949m
0.531333,675.1u
0.531667,-1.872m
0.532,-1.872m
0.532333,675.1u
0.532667,675.1u
0.533,-1.872m
0.533333,1.949m
0.533667,-3.146m
0.534,-3.146m
0.534333,-3.146m
0.534667,675.1u
0.535,1.949m
0.535333,-598.5u
0.535667,675.1u
0.536,-4.419m
0.536333,-5.693m
0.536667,-5.693m
0.537,-3.146m
0.537333,-1.872m
0.537667,675.1u
0.538,-1.872m
0.538333,-5.693m
0.538667,-4.419m
0.539,-1.872m
0.539333,-3.146m
0.539667,1.949m
0.54,1.949m
0.540333,-1.872m
0.540667,675.1u
0.541,675.1u
0.541333,1.949m
0.541667,-1.872m
0.542,4.496m
0.542333,7.043m
0.542667,3.222m
0.543,3.222m
0.543333,675.1u
0.543667,675.1u
0.544,3.222m
0.544333,3.222m
0.544667,5.769m
0.545,4.496m
0.545333,1.949m
0.545667,-1.872m
0.546,-1.872m
0.546333,1.949m
0.546667,1.949m
0.547,4.496m
0.547333,-598.5u
0.547667,1.949m
0.548,-1.872m
0.548333,-3.146m
0.548667,-598.5u
0.549,675.1u
0.549333,3.222m
0.549667,675.1u
0.55,-1.872m
0.550333,-1.872m
0.550667,-4.419m
0.551,675.1u
0.551333,1.949m
0.551667,3.222m
0.552,675.1u
0.552333,-1.872m
0.552667,-5.693m
0.553,-6.966m
0.553333,-3.146m
0.553667,-598.5u
0.554,3.222m
0.554333,1.949m
0.554667,-598.5u
0.555,-3.146m
0.555333,-5.693m
0.555667,-1.872m
0.556,675.1u
0.556333,3.222m
0.556667,3.222m
0.557,1.949m
0.557333,3.222m
0.557667,-1.872m
0.558,675.1u
0.558333,3.222m
0.558667,3.222m
0.559,4.496m
0.559333,1.949m
0.559667,1.949m
0.56,675.1u
0.560333,1.949m
0.560667,4.496m
0.561,3.222m
0.561333,5.769m
0.561667,3.222m
0.562,-598.5u
0.562333,-1.872m
0.562667,675.1u
0.563,675.1u
0.563333,3.222m
0.563667,3.222m
0.564,-1.872m
0.564333,-1.872m
0.564667,-4.419m
0.565,-4.419m
0.565333,-5.693m
0.565667,-598.5u
0.566,-598.5u
0.566333,1.949m
0.566667,1.949m
0.567,-4.419m
0.567333,-5.693m
0.567667,-1.872m
0.568,-1.872m
0.568333,675.1u
0.568667,1.949m
0.569,675.1u
0.569333,-3.146m
0.569667,-3.146m
0.57,-1.872m
0.570333,-4.419m
0.570667,675.1u
0.571,1.949m
0.571333,675.1u
0.571667,675.1u
0.572,-3.146m
0.572333,-1.872m
0.572667,1.949m
0.573,1.949m
0.573333,7.043m
0.573667,5.769m
0.574,4.496m
0.574333,4.496m
0.574667,675.1u
0.575,675.1u
0.575333,3.222m
0.575667,3.222m
0.576,5.769m
0.576333,8.316m
0.576667,3.222m
0.577,3.222m
0.577333,-1.872m
0.577667,1.949m
0.578,1.949m
0.578333,3.222m
0.578667,675.1u
0.579,3.222m
0.579333,-4.419m
0.579667,-5.693m
0.58,-4.419m
0.580333,-3.146m
0.580667,-1.872m
0.581,1.949m
0.581333,1.949m
0.581667,-1.872m
0.582,-1.872m
0.582333,-5.693m
0.582667,-4.419m
0.583,-1.872m
0.583333,1.949m
0.583667,675.1u
0.584,-1.872m
0.584333,-3.146m
0.584667,-4.419m
0.585,-5.693m
0.585333,-3.146m
0.585667,-1.872m
0.586,675.1u
0.586333,675.1u
0.586667,-1.872m
0.587,675.1u
0.587333,-3.146m
0.587667,-3.146m
0.588,3.222m
0.588333,1.949m
0.588667,5.769m
0.589,3.222m
0.589333,675.1u
0.589667,675.1u
0.59,4.496m
0.590333,3.222m
0.590667,7.043m
0.591,5.769m
0.591333,3.222m
0.591667,3.222m
0.592,675.1u
0.592333,-1.872m
0.592667,3.222m
0.593,3.222m
0.593333,3.222m
0.593667,1.949m
0.594,675.1u
0.594333,675.1u
0.594667,675.1u
0.595,-598.5u
0.595333,1.949m
0.595667,1.949m
0.596,1.949m
0.596333,675.1u
0.596667,-4.419m
0.597,-598.5u
0.597333,-1.872m
0.597667,1.949m
0.598,675.1u
0.598333,-3.146m
0.598667,-1.872m
0.599,-6.966m
0.599333,-5.693m
0.599667,-3.146m
0.6,-1.872m
0.600333,-1.872m
0.600667,-1.872m
0.601,-1.872m
0.601333,-1.872m
0.601667,-5.693m
0.602,-1.872m
0.602333,-3.146m
0.602667,3.222m
0.603,3.222m
0.603333,675.1u
0.603667,675.1u
0.604,-598.5u
0.604333,1.949m
0.604667,1.949m
0.605,4.496m
0.605333,4.496m
0.605667,-598.5u
0.606,-1.872m
0.606333,3.222m
0.606667,3.222m
0.607,5.769m
0.607333,5.769m
0.607667,1.949m
0.608,675.1u
0.608333,-1.872m
0.608667,675.1u
0.609,1.949m
0.609333,3.222m
0.609667,3.222m
0.61,675.1u
0.610333,-3.146m
0.610667,-1.872m
0.611,-1.872m
0.611333,675.1u
0.611667,3.222m
0.612,-1.872m
0.612333,-4.419m
0.612667,-1.872m
0.613,675.1u
0.613333,1.949m
0.613667,3.222m
0.614,1.949m
0.614333,-598.5u
0.614667,-598.5u
0.615,-5.693m
0.615333,-5.693m
0.615667,-598.5u
0.616,675.1u
0.616333,1.949m
0.616667,-3.146m
0.617,-5.693m
0.617333,-5.693m
0.617667,-598.5u
0.618,675.1u
0.618333,1.949m
0.618667,3.222m
0.619,675.1u
0.619333,-1.872m
0.619667,-1.872m
0.62,-598.5u
0.620333,3.222m
0.620667,7.043m
0.621,7.043m
0.621333,3.222m
0.621667,3.222m
0.622,675.1u
0.622333,675.1u
0.622667,3.222m
0.623,4.496m
0.623333,3.222m
0.623667,3.222m
0.624,675.1u
0.624333,-3.146m
0.624667,-3.146m
0.625,-3.146m
0.625333,675.1u
0.625667,-1.872m
0.626,1.949m
0.626333,-3.146m
0.626667,-1.872m
0.627,-3.146m
0.627333,-3.146m
0.627667,-598.5u
0.628,-598.5u
0.628333,1.949m
0.628667,-598.5u
0.629,-1.872m
0.629333,-4.419m
0.629667,-3.146m
0.63,-1.872m
0.630333,-598.5u
0.630667,1.949m
0.631,675.1u
0.631333,-1.872m
0.631667,-3.146m
0.632,-5.693m
0.632333,-4.419m
0.632667,-1.872m
0.633,-1.872m
0.633333,3.222m
0.633667,675.1u
0.634,3.222m
0.634333,-3.146m
0.634667,-598.5u
0.635,3.222m
0.635333,3.222m
0.635667,7.043m
0.636,5.769m
0.636333,3.222m
0.636667,3.222m
0.637,-598.5u
0.637333,-598.5u
0.637667,3.222m
0.638,3.222m
0.638333,5.769m
0.638667,4.496m
0.639,3.222m
0.639333,3.222m
0.639667,-3.146m
0.64,675.1u
0.640333,3.222m
0.640667,675.1u
0.641,-1.872m
0.641333,-1.872m
0.641667,-3.146m
0.642,-5.693m
0.642333,-1.872m
0.642667,-1.872m
0.643,1.949m
0.643333,3.222m
0.643667,-1.872m
0.644,-3.146m
0.644333,-4.419m
0.644667,-598.5u
0.645,-598.5u
0.645333,675.1u
0.645667,675.1u
0.646,-1.872m
0.646333,-3.146m
0.646667,-5.693m
0.647,-5.693m
0.647333,-3.146m
0.647667,1.949m
0.648,675.1u
0.648333,-3.146m
0.648667,-1.872m
0.649,-4.419m
0.649333,-3.146m
0.649667,-598.5u
0.65,-598.5u
0.650333,1.949m
0.650667,3.222m
0.651,-598.5u
0.651333,1.949m
0.651667,4.496m
0.652,4.496m
0.652333,8.316m
0.652667,5.769m
0.653,3.222m
0.653333,4.496m
0.653667,3.222m
0.654,1.949m
0.654333,3.222m
0.654667,3.222m
0.655,3.222m
0.655333,675.1u
0.655667,-1.872m
0.656,-1.872m
0.656333,675.1u
0.656667,675.1u
0.657,1.949m
0.657333,675.1u
0.657667,-598.5u
0.658,-4.419m
0.658333,-4.419m
0.658667,-1.872m
0.659,-598.5u
0.659333,1.949m
0.659667,-598.5u
0.66,-1.872m
0.660333,-3.146m
0.660667,-4.419m
0.661,-1.872m
0.661333,-1.872m
0.661667,-3.146m
0.662,675.1u
0.662333,-1.872m
0.662667,-3.146m
0.663,-1.872m
0.663333,-4.419m
0.663667,-6.966m
0.664,-3.146m
0.664333,-1.872m
0.664667,1.949m
0.665,-598.5u
0.665333,3.222m
0.665667,-1.872m
0.666,-1.872m
0.666333,3.222m
0.666667,1.949m
0.667,3.222m
0.667333,5.769m
0.667667,5.769m
0.668,3.222m
0.668333,3.222m
0.668667,1.949m
0.669,675.1u
0.669333,3.222m
0.669667,3.222m
0.67,3.222m
0.670333,4.496m
0.670667,3.222m
0.671,3.222m
0.671333,-1.872m
0.671667,-3.146m
0.672,-598.5u
0.672333,-1.872m
0.672667,1.949m
0.673,3.222m
0.673333,-598.5u
0.673667,675.1u
0.674,-3.146m
0.674333,-3.146m
0.674667,-598.5u
0.675,675.1u
0.675333,1.949m
0.675667,3.222m
0.676,-598.5u
0.676333,-1.872m
0.676667,-4.419m
0.677,-5.693m
0.677333,-1.872m
0.677667,-3.146m
0.678,675.1u
0.678333,1.949m
0.678667,-1.872m
0.679,-3.146m
0.679333,-5.693m
0.679667,-598.5u
0.68,-598.5u
0.680333,1.949m
0.680667,3.222m
0.681,675.1u
0.681333,1.949m
0.681667,-598.5u
0.682,675.1u
0.682333,4.496m
0.682667,7.043m
0.683,3.222m
0.683333,1.949m
0.683667,-1.872m
0.684,-1.872m
0.684333,1.949m
0.684667,675.1u
0.685,5.769m
0.685333,4.496m
0.685667,675.1u
0.686,675.1u
0.686333,-1.872m
0.686667,-1.872m
0.687,1.949m
0.687333,675.1u
0.687667,3.222m
0.688,3.222m
0.688333,-598.5u
0.688667,-5.693m
0.689,-4.419m
0.689333,-4.419m
0.689667,1.949m
0.69,1.949m
0.690333,-1.872m
0.690667,-1.872m
0.691,-5.693m
0.691333,-5.693m
0.691667,-1.872m
0.692,-3.146m
0.692333,675.1u
0.692667,675.1u
0.693,-1.872m
0.693333,-1.872m
0.693667,-3.146m
0.694,-4.419m
0.694333,-1.872m
0.694667,-1.872m
0.695,1.949m
0.695333,3.222m
0.695667,-598.5u
0.696,-598.5u
0.696333,-1.872m
0.696667,-1.872m
0.697,1.949m
0.697333,1.949m
0.697667,5.769m
0.698,5.769m
0.698333,3.222m
0.698667,3.222m
0.699,-598.5u
0.699333,675.1u
0.699667,3.222m
0.7,7.043m
0.700333,5.769m
0.700667,3.222m
0.701,3.222m
0.701333,-3.146m
0.701667,-1.872m
0.702,1.949m
0.702333,3.222m
0.702667,3.222m
0.703,675.1u
0.703333,-598.5u
0.703667,-3.146m
0.704,-4.419m
0.704333,-3.146m
0.704667,-1.872m
0.705,1.949m
0.705333,-1.872m
0.705667,-1.872m
0.706,-5.693m
0.706333,-5.693m
0.706667,-1.872m
0.707,675.1u
0.707333,-598.5u
0.707667,-1.872m
0.708,-1.872m
0.708333,-3.146m
0.708667,-5.693m
0.709,-1.872m
0.709333,-598.5u
0.709667,-1.872m
0.71,-598.5u
0.710333,-1.872m
0.710667,-1.872m
0.711,-3.146m
0.711333,-3.146m
0.711667,675.1u
0.712,3.222m
0.712333,4.496m
0.712667,3.222m
0.713,3.222m
0.713333,3.222m
0.713667,675.1u
0.714,675.1u
0.714333,3.222m
0.714667,5.769m
0.715,4.496m
0.715333,7.043m
0.715667,1.949m
0.716,1.949m
0.716333,3.222m
0.716667,3.222m
0.717,3.222m
0.717333,4.496m
0.717667,4.496m
0.718,675.1u
0.718333,675.1u
0.718667,675.1u
0.719,-1.872m
0.719333,1.949m
0.719667,675.1u
0.72,-1.872m
0.720333,-1.872m
0.720667,-4.419m
0.721,-5.693m
0.721333,-1.872m
0.721667,-598.5u
0.722,3.222m
0.722333,-1.872m
0.722667,-3.146m
0.723,-5.693m
0.723333,-1.872m
0.723667,-1.872m
0.724,675.1u
0.724333,-598.5u
0.724667,-3.146m
0.725,-5.693m
0.725333,-4.419m
0.725667,-6.966m
0.726,-598.5u
0.726333,1.949m
0.726667,-598.5u
0.727,-598.5u
0.727333,-598.5u
0.727667,-1.872m
0.728,4.496m
0.728333,5.769m
0.728667,5.769m
0.729,1.949m
0.729333,1.949m
0.729667,4.496m
0.73,4.496m
0.730333,4.496m
0.730667,7.043m
0.731,8.316m
0.731333,1.949m
0.731667,675.1u
0.732,3.222m
0.732333,3.222m
0.732667,5.769m
0.733,1.949m
0.733333,675.1u
0.733667,-3.146m
0.734,-3.146m
0.734333,675.1u
0.734667,3.222m
0.735,1.949m
0.735333,-1.872m
0.735667,675.1u
0.736,-4.419m
0.736333,-4.419m
0.736667,-598.5u
0.737,-598.5u
0.737333,1.949m
0.737667,1.949m
0.738,-1.872m
0.738333,-598.5u
0.738667,-1.872m
0.739,-1.872m
0.739333,675.1u
0.739667,675.1u
0.74,-1.872m
0.740333,-3.146m
0.740667,-6.966m
0.741,-5.693m
0.741333,-1.872m
0.741667,-3.146m
0.742,675.1u
0.742333,1.949m
0.742667,-1.872m
0.743,675.1u
0.743333,-3.146m
0.743667,-1.872m
0.744,1.949m
0.744333,1.949m
0.744667,7.043m
0.745,7.043m
0.745333,4.496m
0.745667,3.222m
0.746,675.1u
0.746333,675.1u
0.746667,3.222m
0.747,4.496m
0.747333,3.222m
0.747667,1.949m
0.748,-1.872m
0.748333,-1.872m
0.748667,675.1u
0.749,675.1u
0.749333,3.222m
0.749667,675.1u
0.75,-598.5u
0.750333,-3.146m
0.750667,-1.872m
0.751,-598.5u
0.751333,675.1u
0.751667,3.222m
0.752,3.222m
0.752333,-598.5u
0.752667,-598.5u
0.753,-3.146m
0.753333,-3.146m
0.753667,-1.872m
0.754,-1.872m
0.754333,-1.872m
0.754667,-1.872m
0.755,-3.146m
0.755333,-5.693m
0.755667,-4.419m
0.756,-598.5u
0.756333,-1.872m
0.756667,675.1u
0.757,675.1u
0.757333,-1.872m
0.757667,-1.872m
0.758,-598.5u
0.758333,675.1u
0.758667,675.1u
0.759,4.496m
0.759333,4.496m
0.759667,3.222m
0.76,3.222m
0.760333,675.1u
0.760667,4.496m
0.761,3.222m
0.761333,7.043m
0.761667,5.769m
0.762,3.222m
0.762333,3.222m
0.762667,-1.872m
0.763,-3.146m
0.763333,675.1u
0.763667,3.222m
0.764,3.222m
0.764333,-1.872m
0.764667,-598.5u
0.765,-3.146m
0.765333,-3.146m
0.765667,675.1u
0.766,-1.872m
0.766333,1.949m
0.766667,3.222m
0.767,-598.5u
0.767333,-3.146m
0.767667,-4.419m
0.768,-1.872m
0.768333,3.222m
0.768667,1.949m
0.769,-1.872m
0.769333,-1.872m
0.769667,-5.693m
0.77,-4.419m
0.770333,-1.872m
0.770667,-1.872m
0.771,675.1u
0.771333,-598.5u
0.771667,-3.146m
0.772,-4.419m
0.772333,-4.419m
0.772667,-3.146m
0.773,-598.5u
0.773333,3.222m
0.773667,4.496m
0.774,1.949m
0.774333,-598.5u
0.774667,1.949m
0.775,3.222m
0.775333,3.222m
0.775667,7.043m
0.776,3.222m
0.776333,3.222m
0.776667,675.1u
0.777,675.1u
0.777333,3.222m
0.777667,3.222m
0.778,3.222m
0.778333,1.949m
0.778667,1.949m
0.779,-598.5u
0.779333,-1.872m
0.779667,1.949m
0.78,675.1u
0.780333,3.222m
0.780667,1.949m
0.781,-598.5u
0.781333,-1.872m
0.781667,-5.693m
0.782,-598.5u
0.782333,3.222m
0.782667,1.949m
0.783,1.949m
0.783333,-1.872m
0.783667,-3.146m
0.784,-3.146m
0.784333,-6.966m
0.784667,-3.146m
0.785,675.1u
0.785333,675.1u
0.785667,675.1u
0.786,-6.966m
0.786333,-3.146m
0.786667,-1.872m
0.787,-1.872m
0.787333,-598.5u
0.787667,675.1u
0.788,-3.146m
0.788333,-1.872m
0.788667,-4.419m
0.789,675.1u
0.789333,675.1u
0.789667,4.496m
0.79,3.222m
0.790333,3.222m
0.790667,3.222m
0.791,1.949m
0.791333,3.222m
0.791667,7.043m
0.792,7.043m
0.792333,5.769m
0.792667,3.222m
0.793,675.1u
0.793333,-598.5u
0.793667,3.222m
0.794,3.222m
0.794333,5.769m
0.794667,5.769m
0.795,-598.5u
0.795333,-598.5u
0.795667,1.949m
0.796,1.949m
0.796333,3.222m
0.796667,3.222m
0.797,-598.5u
0.797333,-3.146m
0.797667,-3.146m
0.798,-3.146m
0.798333,-598.5u
0.798667,-598.5u
0.799,-1.872m
0.799333,-1.872m
0.799667,-3.146m
0.8,-3.146m
0.800333,-1.872m
0.800667,-3.146m
0.801,-1.872m
0.801333,-1.872m
0.801667,-1.872m
0.802,-5.693m
0.802333,-3.146m
0.802667,675.1u
0.803,-1.872m
0.803333,1.949m
0.803667,1.949m
0.804,-1.872m
0.804333,-1.872m
0.804667,-4.419m
0.805,-3.146m
0.805333,675.1u
0.805667,3.222m
0.806,1.949m
0.806333,3.222m
0.806667,-598.5u
0.807,675.1u
0.807333,4.496m
0.807667,3.222m
0.808,5.769m
0.808333,5.769m
0.808667,3.222m
0.809,3.222m
0.809333,4.496m
0.809667,3.222m
0.81,4.496m
0.810333,5.769m
0.810667,675.1u
0.811,1.949m
0.811333,-3.146m
0.811667,-1.872m
0.812,1.949m
0.812333,-598.5u
0.812667,-598.5u
0.813,1.949m
0.813333,1.949m
0.813667,-598.5u
0.814,-1.872m
0.814333,-3.146m
0.814667,-3.146m
0.815,-598.5u
0.815333,-1.872m
0.815667,675.1u
0.816,1.949m
0.816333,-4.419m
0.816667,-4.419m
0.817,-3.146m
0.817333,-3.146m
0.817667,1.949m
0.818,1.949m
0.818333,-1.872m
0.818667,-1.872m
0.819,-5.693m
0.819333,-3.146m
0.819667,1.949m
0.82,1.949m
0.820333,1.949m
0.820667,675.1u
0.821,-1.872m
0.821333,-1.872m
0.821667,1.949m
0.822,4.496m
0.822333,5.769m
0.822667,3.222m
0.823,1.949m
0.823333,675.1u
0.823667,1.949m
0.824,3.222m
0.824333,4.496m
0.824667,5.769m
0.825,4.496m
0.825333,675.1u
0.825667,-1.872m
0.826,1.949m
0.826333,1.949m
0.826667,675.1u
0.827,3.222m
0.827333,-598.5u
0.827667,1.949m
0.828,-3.146m
0.828333,-5.693m
0.828667,-1.872m
0.829,-3.146m
0.829333,1.949m
0.829667,1.949m
0.83,675.1u
0.830333,-598.5u
0.830667,-3.146m
0.831,-598.5u
0.831333,-1.872m
0.831667,1.949m
0.832,675.1u
0.832333,-1.872m
0.832667,-1.872m
0.833,-5.693m
0.833333,-598.5u
0.833667,-1.872m
0.834,3.222m
0.834333,3.222m
0.834667,675.1u
0.835,-4.419m
0.835333,-4.419m
0.835667,-3.146m
0.836,-598.5u
0.836333,3.222m
0.836667,3.222m
0.837,3.222m
0.837333,3.222m
0.837667,3.222m
0.838,3.222m
0.838333,8.316m
0.838667,7.043m
0.839,3.222m
0.839333,3.222m
0.839667,675.1u
0.84,-598.5u
0.840333,3.222m
0.840667,5.769m
0.841,4.496m
0.841333,1.949m
0.841667,675.1u
0.842,-1.872m
0.842333,-1.872m
0.842667,675.1u
0.843,3.222m
0.843333,-598.5u
0.843667,-1.872m
0.844,-5.693m
0.844333,-5.693m
0.844667,-1.872m
0.845,-1.872m
0.845333,675.1u
0.845667,675.1u
0.846,-598.5u
0.846333,675.1u
0.846667,-3.146m
0.847,-3.146m
0.847333,-598.5u
0.847667,-1.872m
0.848,1.949m
0.848333,1.949m
0.848667,-1.872m
0.849,-5.693m
0.849333,-598.5u
0.849667,-3.146m
0.85,675.1u
0.850333,675.1u
0.850667,-1.872m
0.851,-598.5u
0.851333,-4.419m
0.851667,-1.872m
0.852,675.1u
0.852333,3.222m
0.852667,8.316m
0.853,3.222m
0.853333,4.496m
0.853667,675.1u
0.854,1.949m
0.854333,3.222m
0.854667,4.496m
0.855,3.222m
0.855333,8.316m
0.855667,4.496m
0.856,3.222m
0.856333,-598.5u
0.856667,-1.872m
0.857,675.1u
0.857333,-598.5u
0.857667,3.222m
0.858,675.1u
0.858333,-3.146m
0.858667,-3.146m
0.859,-1.872m
0.859333,-3.146m
0.859667,1.949m
0.86,3.222m
0.860333,-1.872m
0.860667,675.1u
0.861,-4.419m
0.861333,-598.5u
0.861667,-598.5u
0.862,3.222m
0.862333,1.949m
0.862667,-1.872m
0.863,-3.146m
0.863333,-4.419m
0.863667,-5.693m
0.864,-4.419m
0.864333,-598.5u
0.864667,675.1u
0.865,675.1u
0.865333,-6.966m
0.865667,-4.419m
0.866,-3.146m
0.866333,-3.146m
0.866667,1.949m
0.867,1.949m
0.867333,3.222m
0.867667,1.949m
0.868,-598.5u
0.868333,675.1u
0.868667,4.496m
0.869,4.496m
0.869333,4.496m
0.869667,3.222m
0.87,3.222m
0.870333,3.222m
0.870667,675.1u
0.871,-598.5u
0.871333,3.222m
0.871667,4.496m
0.872,4.496m
0.872333,1.949m
0.872667,-3.146m
0.873,-3.146m
0.873333,1.949m
0.873667,1.949m
0.874,3.222m
0.874333,1.949m
0.874667,-1.872m
0.875,-1.872m
0.875333,-4.419m
0.875667,-4.419m
0.876,1.949m
0.876333,3.222m
0.876667,-598.5u
0.877,-598.5u
0.877333,-4.419m
0.877667,-3.146m
0.878,-1.872m
0.878333,-1.872m
0.878667,-598.5u
0.879,-598.5u
0.879333,-4.419m
0.879667,-3.146m
0.88,-5.693m
0.880333,-6.966m
0.880667,-1.872m
0.881,-1.872m
0.881333,675.1u
0.881667,675.1u
0.882,-598.5u
0.882333,-3.146m
0.882667,-4.419m
0.883,-1.872m
0.883333,4.496m
0.883667,3.222m
0.884,1.949m
0.884333,3.222m
0.884667,-598.5u
0.885,675.1u
0.885333,1.949m
0.885667,-598.5u
0.886,7.043m
0.886333,5.769m
0.886667,3.222m
0.887,3.222m
0.887333,-1.872m
0.887667,-598.5u
0.888,3.222m
0.888333,675.1u
0.888667,3.222m
0.889,3.222m
0.889333,-598.5u
0.889667,-3.146m
0.89,-3.146m
0.890333,-3.146m
0.890667,-598.5u
0.891,3.222m
0.891333,3.222m
0.891667,675.1u
0.892,-1.872m
0.892333,-598.5u
0.892667,-1.872m
0.893,-1.872m
0.893333,-1.872m
0.893667,1.949m
0.894,3.222m
0.894333,-1.872m
0.894667,-1.872m
0.895,-5.693m
0.895333,-5.693m
0.895667,-3.146m
0.896,-1.872m
0.896333,675.1u
0.896667,675.1u
0.897,-3.146m
0.897333,-3.146m
0.897667,-5.693m
0.898,-3.146m
0.898333,675.1u
0.898667,675.1u
0.899,5.769m
0.899333,5.769m
0.899667,3.222m
0.9,3.222m
0.900333,675.1u
0.900667,675.1u
0.901,3.222m
0.901333,3.222m
0.901667,4.496m
0.902,5.769m
0.902333,3.222m
0.902667,-1.872m
0.903,-3.146m
0.903333,1.949m
0.903667,3.222m
0.904,3.222m
0.904333,-1.872m
0.904667,1.949m
0.905,-3.146m
0.905333,-4.419m
0.905667,-3.146m
0.906,-1.872m
0.906333,1.949m
0.906667,3.222m
0.907,-1.872m
0.907333,-4.419m
